Country or Area,Year,City,City type,Reliability,Source Year,Value,Value Footnotes
Italy,2012,Bolzano,City proper,Provisional figure,2013,103189,
Italy,2012,Terni,City proper,Provisional figure,2013,109246,
Italy,2012,Giugliano in Campania,City proper,Provisional figure,2013,109689,
Italy,2012,Vicenza,City proper,Provisional figure,2013,112431,
Italy,2012,Trento,City proper,Provisional figure,2013,114802,
Italy,2012,Bergamo,City proper,Provisional figure,2013,115223,
Italy,2012,Forli,City proper,Provisional figure,2013,116196,
Italy,2012,Pescara,City proper,Provisional figure,2013,116969,
Italy,2012,Siracusa,City proper,Provisional figure,2013,118543,
Italy,2012,Latina,City proper,Provisional figure,2013,118593,
Italy,2012,Monza,City proper,Provisional figure,2013,120184,
Italy,2012,Sassari,City proper,Provisional figure,2013,124648,
Italy,2012,Ferrara,City proper,Provisional figure,2013,132069,
Italy,2012,Salerno,City proper,Provisional figure,2013,132333,
Italy,2012,Rimini,City proper,Provisional figure,2013,141729,
Italy,2012,Foggia,City proper,Provisional figure,2013,147809,
Italy,2012,Cagliari,City proper,Provisional figure,2013,149459,
Italy,2012,Ravenna,City proper,Provisional figure,2013,153873,
Italy,2012,Livorno,City proper,Provisional figure,2013,156889,
Italy,2012,Perugia,City proper,Provisional figure,2013,162542,
Italy,2012,Reggio nell'Emilia,City proper,Provisional figure,2013,163249,
Italy,2012,Parma,City proper,Provisional figure,2013,176778,
Italy,2012,Modena,City proper,Provisional figure,2013,179224,
Italy,2012,Reggio di Calabria,City proper,Provisional figure,2013,180703,
Italy,2012,Prato,City proper,Provisional figure,2013,186022,
Italy,2012,Brescia,City proper,Provisional figure,2013,188803,
Italy,2012,Taranto,City proper,Provisional figure,2013,199332,
Italy,2012,Trieste,City proper,Provisional figure,2013,201481,
Italy,2012,Padova,City proper,Provisional figure,2013,206438,
Italy,2012,Messina,City proper,Provisional figure,2013,242591,
Italy,2012,Verona,City proper,Provisional figure,2013,252626,
Italy,2012,Venezia,City proper,Provisional figure,2013,260060,
Italy,2012,Catania,City proper,Provisional figure,2013,291891,
Italy,2012,Bari,City proper,Provisional figure,2013,314311,
Italy,2012,Firenze,City proper,Provisional figure,2013,361679,
Italy,2012,Bologna,City proper,Provisional figure,2013,375893,
Italy,2012,Genova,City proper,Provisional figure,2013,583482,
Italy,2012,Palermo,City proper,Provisional figure,2013,655908,
Italy,2012,Torino,City proper,Provisional figure,2013,870702,
Italy,2012,Napoli,City proper,Provisional figure,2013,960079,
Italy,2012,Milano,City proper,Provisional figure,2013,1251137,
Italy,2012,ROMA,City proper,Provisional figure,2013,2626553,
Italy,2011,Piacenza,City proper,"Final figure, complete",2012,100311,
Italy,2011,Ancona,City proper,"Final figure, complete",2012,100497,
Italy,2011,Novara,City proper,"Final figure, complete",2012,101952,
Italy,2011,Bolzano,City proper,"Final figure, complete",2012,102575,
Italy,2011,Ancona,City proper,Provisional figure,2012,103017,
Italy,2011,Piacenza,City proper,Provisional figure,2012,103522,
Italy,2011,Bolzano,City proper,Provisional figure,2012,104435,
Italy,2011,Novara,City proper,Provisional figure,2012,105094.5,
Italy,2011,Giugliano in Campania,City proper,"Final figure, complete",2012,108793,
Italy,2011,Terni,City proper,"Final figure, complete",2012,109193,
Italy,2011,Vicenza,City proper,"Final figure, complete",2012,111500,
Italy,2011,Terni,City proper,Provisional figure,2012,113368.5,
Italy,2011,Trento,City proper,"Final figure, complete",2012,114198,
Italy,2011,Bergamo,City proper,"Final figure, complete",2012,115349,
Italy,2011,Vicenza,City proper,Provisional figure,2012,115791,
Italy,2011,Forli,City proper,"Final figure, complete",2012,116434,
Italy,2011,Trento,City proper,Provisional figure,2012,116681.5,
Italy,2011,Pescara,City proper,"Final figure, complete",2012,117166,
Italy,2011,Latina,City proper,"Final figure, complete",2012,117892,
Italy,2011,Siracusa,City proper,"Final figure, complete",2012,118385,
Italy,2011,Giugliano in Campania,City proper,Provisional figure,2012,118536,
Italy,2011,Forli,City proper,Provisional figure,2012,118567.5,
Italy,2011,Monza,City proper,"Final figure, complete",2012,119856,
Italy,2011,Bergamo,City proper,Provisional figure,2012,119943,
Italy,2011,Latina,City proper,Provisional figure,2012,119947.5,
Italy,2011,Monza,City proper,Provisional figure,2012,122893.5,
Italy,2011,Pescara,City proper,Provisional figure,2012,122990,
Italy,2011,Siracusa,City proper,Provisional figure,2012,123613,
Italy,2011,Sassari,City proper,"Final figure, complete",2012,123782,
Italy,2011,Sassari,City proper,Provisional figure,2012,130637,
Italy,2011,Ferrara,City proper,"Final figure, complete",2012,132545,
Italy,2011,Salerno,City proper,"Final figure, complete",2012,132608,
Italy,2011,Ferrara,City proper,Provisional figure,2012,135406.5,
Italy,2011,Salerno,City proper,Provisional figure,2012,138869,
Italy,2011,Rimini,City proper,"Final figure, complete",2012,139601,
Italy,2011,Rimini,City proper,Provisional figure,2012,143937.5,
Italy,2011,Foggia,City proper,"Final figure, complete",2012,147036,
Italy,2011,Cagliari,City proper,"Final figure, complete",2012,149883,
Italy,2011,Foggia,City proper,Provisional figure,2012,152522,
Italy,2011,Ravenna,City proper,"Final figure, complete",2012,153740,
Italy,2011,Cagliari,City proper,Provisional figure,2012,156187.5,
Italy,2011,Livorno,City proper,"Final figure, complete",2012,157052,
Italy,2011,Ravenna,City proper,Provisional figure,2012,159215.5,
Italy,2011,Livorno,City proper,Provisional figure,2012,161168.5,
Italy,2011,Reggio nell'Emilia,City proper,"Final figure, complete",2012,162082,
Italy,2011,Perugia,City proper,"Final figure, complete",2012,162449,
Italy,2011,Perugia,City proper,Provisional figure,2012,168740,
Italy,2011,Reggio nell'Emilia,City proper,Provisional figure,2012,170887,
Italy,2011,Parma,City proper,"Final figure, complete",2012,175895,
Italy,2011,Modena,City proper,"Final figure, complete",2012,179149,
Italy,2011,Reggio di Calabria,City proper,"Final figure, complete",2012,180817,
Italy,2011,Modena,City proper,Provisional figure,2012,185178.5,
Italy,2011,Prato,City proper,"Final figure, complete",2012,185456,
Italy,2011,Reggio di Calabria,City proper,Provisional figure,2012,186497,
Italy,2011,Parma,City proper,Provisional figure,2012,187692.5,
Italy,2011,Prato,City proper,Provisional figure,2012,188295,
Italy,2011,Brescia,City proper,"Final figure, complete",2012,189902,
Italy,2011,Taranto,City proper,Provisional figure,2012,191113,
Italy,2011,Brescia,City proper,Provisional figure,2012,194093.5,
Italy,2011,Taranto,City proper,"Final figure, complete",2012,200154,
Italy,2011,Trieste,City proper,"Final figure, complete",2012,202123,
Italy,2011,Trieste,City proper,Provisional figure,2012,205364.5,
Italy,2011,Padova,City proper,"Final figure, complete",2012,206192,
Italy,2011,Padova,City proper,Provisional figure,2012,214148.5,
Italy,2011,Messina,City proper,Provisional figure,2012,241906.5,
Italy,2011,Messina,City proper,"Final figure, complete",2012,243262,
Italy,2011,Verona,City proper,"Final figure, complete",2012,252520,
Italy,2011,Venezia,City proper,"Final figure, complete",2012,261362,
Italy,2011,Verona,City proper,Provisional figure,2012,264062.5,
Italy,2011,Venezia,City proper,Provisional figure,2012,270736.5,
Italy,2011,Catania,City proper,Provisional figure,2012,292366,
Italy,2011,Catania,City proper,"Final figure, complete",2012,293902,
Italy,2011,Bari,City proper,"Final figure, complete",2012,315933,
Italy,2011,Bari,City proper,Provisional figure,2012,319915,
Italy,2011,Firenze,City proper,"Final figure, complete",2012,358079,
Italy,2011,Bologna,City proper,"Final figure, complete",2012,371337,
Italy,2011,Firenze,City proper,Provisional figure,2012,372075.5,
Italy,2011,Bologna,City proper,Provisional figure,2012,381482.5,
Italy,2011,Genova,City proper,"Final figure, complete",2012,586180,
Italy,2011,Genova,City proper,Provisional figure,2012,607442,
Italy,2011,Palermo,City proper,Provisional figure,2012,654998,
Italy,2011,Palermo,City proper,"Final figure, complete",2012,657561,
Italy,2011,Torino,City proper,"Final figure, complete",2012,872367,
Italy,2011,Torino,City proper,Provisional figure,2012,906671.5,
Italy,2011,Napoli,City proper,Provisional figure,2012,958156.5,
Italy,2011,Napoli,City proper,"Final figure, complete",2012,962003,
Italy,2011,Milano,City proper,"Final figure, complete",2012,1242123,
Italy,2011,Milano,City proper,Provisional figure,2012,1333670,
Italy,2011,ROMA,City proper,"Final figure, complete",2012,2617175,
Italy,2011,ROMA,City proper,Provisional figure,2012,2771584.5,
Italy,2010,Ancona,City proper,"Final figure, complete",2011,102759,
Italy,2010,Piacenza,City proper,"Final figure, complete",2011,102946.5,
Italy,2010,Bolzano,City proper,"Final figure, complete",2011,103582,
Italy,2010,Novara,City proper,"Final figure, complete",2011,104693.5,
Italy,2010,Terni,City proper,"Final figure, complete",2011,113029.5,
Italy,2010,Vicenza,City proper,"Final figure, complete",2011,115738.5,
Italy,2010,Trento,City proper,"Final figure, complete",2011,115904.5,
Italy,2010,Giugliano in Campania,City proper,"Final figure, complete",2011,116723.5,
Italy,2010,Forli,City proper,"Final figure, complete",2011,117858.5,
Italy,2010,Bergamo,City proper,"Final figure, complete",2011,118786,
Italy,2010,Latina,City proper,"Final figure, complete",2011,119208,
Italy,2010,Monza,City proper,"Final figure, complete",2011,122128.5,
Italy,2010,Pescara,City proper,"Final figure, complete",2011,123069.5,
Italy,2010,Siracusa,City proper,"Final figure, complete",2011,123809,
Italy,2010,Sassari,City proper,"Final figure, complete",2011,130512,
Italy,2010,Ferrara,City proper,"Final figure, complete",2011,135168,
Italy,2010,Salerno,City proper,"Final figure, complete",2011,139361.5,
Italy,2010,Rimini,City proper,"Final figure, complete",2011,142413,
Italy,2010,Foggia,City proper,"Final figure, complete",2011,152854,
Italy,2010,Cagliari,City proper,"Final figure, complete",2011,156719.5,
Italy,2010,Ravenna,City proper,"Final figure, complete",2011,158100,
Italy,2010,Livorno,City proper,"Final figure, complete",2011,160936.5,
Italy,2010,Perugia,City proper,"Final figure, complete",2011,167418,
Italy,2010,Reggio nell'Emilia,City proper,"Final figure, complete",2011,168883,
Italy,2010,Modena,City proper,"Final figure, complete",2011,183888.5,
Italy,2010,Parma,City proper,"Final figure, complete",2011,185578.5,
Italy,2010,Reggio di Calabria,City proper,"Final figure, complete",2011,186200.5,
Italy,2010,Prato,City proper,"Final figure, complete",2011,187404.5,
Italy,2010,Taranto,City proper,"Final figure, complete",2011,192474,
Italy,2010,Brescia,City proper,"Final figure, complete",2011,192748.5,
Italy,2010,Trieste,City proper,"Final figure, complete",2011,205530,
Italy,2010,Padova,City proper,"Final figure, complete",2011,213593.5,
Italy,2010,Messina,City proper,"Final figure, complete",2011,242683.5,
Italy,2010,Verona,City proper,"Final figure, complete",2011,264219.5,
Italy,2010,Venezia,City proper,"Final figure, complete",2011,270842.5,
Italy,2010,Catania,City proper,"Final figure, complete",2011,294524.5,
Italy,2010,Bari,City proper,"Final figure, complete",2011,320312.5,
Italy,2010,Firenze,City proper,"Final figure, complete",2011,370091.5,
Italy,2010,Bologna,City proper,"Final figure, complete",2011,378700.5,
Italy,2010,Genova,City proper,"Final figure, complete",2011,608826,
Italy,2010,Palermo,City proper,"Final figure, complete",2011,655979,
Italy,2010,Torino,City proper,"Final figure, complete",2011,908550.5,
Italy,2010,Napoli,City proper,"Final figure, complete",2011,961257,
Italy,2010,Milano,City proper,"Final figure, complete",2011,1315802.5,
Italy,2010,ROMA,City proper,"Final figure, complete",2011,2752636.5,
Italy,2009,Piacenza,City proper,"Final figure, complete",2010,102232.5,
Italy,2009,Ancona,City proper,"Final figure, complete",2010,102284,
Italy,2009,Bolzano,City proper,"Final figure, complete",2010,102527,
Italy,2009,Novara,City proper,"Final figure, complete",2010,103982.5,
Italy,2009,Terni,City proper,"Final figure, complete",2010,112378,
Italy,2009,Giugliano in Campania,City proper,"Final figure, complete",2010,114647.5,
Italy,2009,Trento,City proper,"Final figure, complete",2010,114873.5,
Italy,2009,Vicenza,City proper,"Final figure, complete",2010,115281,
Italy,2009,Forli,City proper,"Final figure, complete",2010,116879,
Italy,2009,Bergamo,City proper,"Final figure, complete",2010,117348,
Italy,2009,Latina,City proper,"Final figure, complete",2010,117880.5,
Italy,2009,Monza,City proper,"Final figure, complete",2010,121412.5,
Italy,2009,Pescara,City proper,"Final figure, complete",2010,123042,
Italy,2009,Siracusa,City proper,"Final figure, complete",2010,123925.5,
Italy,2009,Sassari,City proper,"Final figure, complete",2010,130336,
Italy,2009,Ferrara,City proper,"Final figure, complete",2010,134715.5,
Italy,2009,Salerno,City proper,"Final figure, complete",2010,140096.5,
Italy,2009,Rimini,City proper,"Final figure, complete",2010,140821,
Italy,2009,Foggia,City proper,"Final figure, complete",2010,153099,
Italy,2009,Ravenna,City proper,"Final figure, complete",2010,156728,
Italy,2009,Cagliari,City proper,"Final figure, complete",2010,157124,
Italy,2009,Livorno,City proper,"Final figure, complete",2010,160918.5,
Italy,2009,Perugia,City proper,"Final figure, complete",2010,165937,
Italy,2009,Reggio nell'Emilia,City proper,"Final figure, complete",2010,166590.5,
Italy,2009,Modena,City proper,"Final figure, complete",2010,182460.5,
Italy,2009,Parma,City proper,"Final figure, complete",2010,183428,
Italy,2009,Reggio di Calabria,City proper,"Final figure, complete",2010,185737.5,
Italy,2009,Prato,City proper,"Final figure, complete",2010,185944.5,
Italy,2009,Brescia,City proper,"Final figure, complete",2010,191231,
Italy,2009,Taranto,City proper,"Final figure, complete",2010,193578.5,
Italy,2009,Trieste,City proper,"Final figure, complete",2010,205432,
Italy,2009,Padova,City proper,"Final figure, complete",2010,212462.5,
Italy,2009,Messina,City proper,"Final figure, complete",2010,243122.5,
Italy,2009,Verona,City proper,"Final figure, complete",2010,264921.5,
Italy,2009,Venezia,City proper,"Final figure, complete",2010,270449.5,
Italy,2009,Catania,City proper,"Final figure, complete",2010,296030,
Italy,2009,Bari,City proper,"Final figure, complete",2010,320413.5,
Italy,2009,Firenze,City proper,"Final figure, complete",2010,367280,
Italy,2009,Bologna,City proper,"Final figure, complete",2010,376082,
Italy,2009,Genova,City proper,"Final figure, complete",2010,610458.5,
Italy,2009,Palermo,City proper,"Final figure, complete",2010,657757,
Italy,2009,Torino,City proper,"Final figure, complete",2010,909181.5,
Italy,2009,Napoli,City proper,"Final figure, complete",2010,963300.5,
Italy,2009,Milano,City proper,"Final figure, complete",2010,1301600,
Italy,2009,ROMA,City proper,"Final figure, complete",2010,2734071.5,
Italy,2008,Piacenza,City proper,"Final figure, complete",2009,101051,
Italy,2008,Bolzano,City proper,"Final figure, complete",2009,101318,
Italy,2008,Ancona,City proper,"Final figure, complete",2009,101606,
Italy,2008,Novara,City proper,"Final figure, complete",2009,103143,
Italy,2008,Terni,City proper,"Final figure, complete",2009,111642,
Italy,2008,Trento,City proper,"Final figure, complete",2009,113334,
Italy,2008,Giugliano in Campania,City proper,"Final figure, complete",2009,113686,
Italy,2008,Vicenza,City proper,"Final figure, complete",2009,114589,
Italy,2008,Forli,City proper,"Final figure, complete",2009,115537,
Italy,2008,Bergamo,City proper,"Final figure, complete",2009,116426,
Italy,2008,Latina,City proper,"Final figure, complete",2009,116439,
Italy,2008,Monza,City proper,"Final figure, complete",2009,121108,
Italy,2008,Pescara,City proper,"Final figure, complete",2009,122879,
Italy,2008,Siracusa,City proper,"Final figure, complete",2009,123927,
Italy,2008,Sassari,City proper,"Final figure, complete",2009,130162,
Italy,2008,Ferrara,City proper,"Final figure, complete",2009,133936,
Italy,2008,Rimini,City proper,"Final figure, complete",2009,139350,
Italy,2008,Salerno,City proper,"Final figure, complete",2009,140427,
Italy,2008,Foggia,City proper,"Final figure, complete",2009,153346,
